incident_id,created_datetime,product,issue_category,issue_description,severity,assigned_team,resolution_time_hrs,reopened_count,sla_breached,day_of_week,hour_of_day,is_weekend,description_length
5745d036-d92c-4475-8777-d33067e7812f,2025-12-01 22:50:54,Time Off Plus,Error,page not loading,S2,L1 Support,19.8,1,0,Monday,22,0,16
1f91875b-1657-4776-ba15-f07ea6a77d7f,2025-03-30 22:10:18,Time Attend Plus,Access Issue,login failed,S2,L3 Support,21.0,0,1,Sunday,22,1,12
02d05371-4440-404e-8efc-6b37511f2c27,2025-06-26 15:40:37,PSA,How To,need guidance,S1,L1 Support,9.6,0,1,Thursday,15,0,13
433b240e-1f5c-4170-b212-1938d9776e0f,2025-01-06 23:23:36,Expense Plus,Error,page not loading,S3,L3 Support,2.5,2,0,Monday,23,0,16
bfb238c4-1f7a-4eda-902b-a76a7487b789,2025-12-24 00:53:34,Time Off Plus,Configuration,setup issue,S1,L3 Support,7.7,0,0,Wednesday,0,0,11
d14c17d7-1214-4254-9c63-c0387a6f15f9,2025-03-23 03:51:43,TimeBill Plus,Error,page not loading,S1,L2 Support,1.5,0,0,Sunday,3,1,16
cc919c4c-7bcf-46fb-9b4f-c1de9bea937a,2025-03-14 06:28:12,Expense Plus,Access Issue,password reset,S1,L1 Support,8.4,0,0,Friday,6,0,14
d379a7df-e83d-4cf2-bc13-e094094ce8e8,2025-07-14 04:44:04,TimeBill Plus,Configuration,wrong configuration,S2,L3 Support,19.5,0,1,Monday,4,0,19
25e8bd81-b349-4dd2-a3d8-95329516ebec,2025-08-17 23:54:57,Time Attend Plus,Configuration,integration failed,S1,L3 Support,9.8,0,0,Sunday,23,1,18
a83ec001-47a5-4d0b-951b-7b9eb88e7bab,2025-03-28 21:58:42,Expense Plus,How To,usage question,S2,L3 Support,25.8,1,1,Friday,21,0,14
9774d6c8-46ef-4521-ad26-f90511c0fa7c,2025-06-07 09:25:15,Time Attend Plus,How To,usage question,S2,L3 Support,3.0,0,1,Saturday,9,1,14
886852ca-c15e-4aa0-95ae-73fa0ace9589,2025-08-03 14:59:01,Time Off Plus,How To,how to configure,S1,L3 Support,6.7,0,0,Sunday,14,1,16
3b7ca77a-dea3-4167-b145-11c55f21fe18,2025-12-09 01:37:07,Time Attend Plus,Access Issue,password reset,S3,L1 Support,5.7,2,1,Tuesday,1,0,14
a80fbfe7-2b18-4f56-979c-9033d772b4eb,2025-06-20 04:51:38,TimeBill Plus,How To,how to configure,S1,L2 Support,8.5,0,0,Friday,4,0,16
0cc49006-07ac-4bcf-bc97-70957d6007af,2025-10-08 07:28:36,Expense Plus,Error,application crash,S1,L1 Support,15.6,0,0,Wednesday,7,0,17
494fee12-9ad5-4d0a-8039-4b505acf240c,2025-04-27 06:37:08,Expense Plus,How To,need guidance,S1,L3 Support,27.6,0,0,Sunday,6,1,13
1a9599ca-fbc2-4942-bae5-d514f3934978,2025-09-23 16:20:42,Time Off Plus,Configuration,wrong configuration,S3,L3 Support,24.7,2,1,Tuesday,16,0,19
b0961978-7668-466c-9409-7107e1c09eb9,2025-01-25 02:15:12,Time Off Plus,Configuration,setup issue,S1,L2 Support,7.7,0,0,Saturday,2,1,11
a15e3896-4188-4710-994b-2cc911e8e7dd,2025-12-22 07:47:21,PSA,Access Issue,access denied,S1,L1 Support,22.4,0,0,Monday,7,0,13
f8058619-c4b7-4755-aa54-0279add70aed,2025-08-05 10:40:57,Expense Plus,Performance,slow loading,S1,L2 Support,9.1,0,1,Tuesday,10,0,12
b6b88e7d-68c0-4a65-9f8d-3a586bf08760,2025-08-03 22:45:07,Expense Plus,How To,usage question,S2,L1 Support,1.6,0,1,Sunday,22,1,14
1ae150e8-1037-49fe-a256-45ea14adee7f,2025-07-06 17:18:28,TimeBill Plus,Access Issue,login failed,S2,L3 Support,5.9,1,0,Sunday,17,1,12
8b0b0d56-d166-4f02-a37c-4d360b2971c9,2025-04-04 05:18:30,Time Off Plus,Error,application crash,S1,L1 Support,1.0,0,0,Friday,5,0,17
ad172cb2-d534-4033-bc30-2dc40cf95968,2025-02-14 19:39:37,Time Off Plus,Configuration,wrong configuration,S1,L3 Support,12.7,1,0,Friday,19,0,19
0316c620-9570-404f-a0a7-17d6aa05476e,2025-11-17 21:51:53,Expense Plus,Configuration,integration failed,S2,L1 Support,8.1,1,1,Monday,21,0,18
3bb0a444-aab4-4ed6-8144-db0d871ae87f,2025-06-12 12:14:41,Time Off Plus,How To,need guidance,S1,L3 Support,22.9,1,0,Thursday,12,0,13
9d8055c6-4452-4f47-96a5-155ce82bb534,2025-03-12 09:07:43,Time Off Plus,Error,page not loading,S1,L1 Support,10.0,0,0,Wednesday,9,0,16
0b405e1d-2d96-449c-ae01-172b402042e1,2025-05-15 02:40:53,Time Attend Plus,Access Issue,access denied,S2,L2 Support,34.0,0,1,Thursday,2,0,13
592a3bd7-1a77-40ed-9d26-37fafb4d9da4,2025-10-15 12:03:22,TimeBill Plus,Performance,slow loading,S1,L2 Support,14.6,1,0,Wednesday,12,0,12
f6ccc155-6571-484a-a293-4035410251cf,2025-06-10 19:12:14,Time Off Plus,Error,page not loading,S1,L3 Support,14.9,1,0,Tuesday,19,0,16
0f0761e4-b75d-4491-8af0-f29510851e61,2025-12-23 23:48:58,Time Off Plus,Configuration,integration failed,S3,L2 Support,12.7,2,0,Tuesday,23,0,18
daab136a-8491-42c8-905a-48d672794122,2025-12-06 18:50:50,Expense Plus,Access Issue,access denied,S1,L1 Support,21.7,0,0,Saturday,18,1,13
7fda14d4-4694-4660-b96f-92288fe2526a,2025-06-08 05:01:01,TimeBill Plus,Error,page not loading,S1,L2 Support,13.8,0,0,Sunday,5,1,16
796072ba-fcbd-465c-bd64-613a08fd98cb,2025-07-15 16:27:49,TimeBill Plus,How To,usage question,S1,L1 Support,8.0,1,0,Tuesday,16,0,14
552a0419-d406-4841-b544-98f21b302c0f,2025-10-29 22:37:49,TimeBill Plus,How To,usage question,S2,L2 Support,14.0,0,1,Wednesday,22,0,14
ac1a5356-c3fa-4180-ad9c-d9849be4019d,2025-03-26 14:49:23,TimeBill Plus,Access Issue,access denied,S1,L1 Support,17.7,0,0,Wednesday,14,0,13
c7e5b04b-7d5e-4755-83d8-739e1107b772,2025-07-23 12:51:56,Time Off Plus,How To,usage question,S1,L2 Support,9.6,0,0,Wednesday,12,0,14
8cbeaa62-067d-40aa-8d90-d5484a65f94b,2025-04-15 22:53:51,Time Attend Plus,Configuration,wrong configuration,S3,L3 Support,15.9,2,0,Tuesday,22,0,19
3fd5a6c5-48d6-4098-8974-bcdd45f9347a,2025-01-16 12:40:28,Time Attend Plus,Performance,system lag,S1,L3 Support,9.0,0,0,Thursday,12,0,10
e5530193-1b22-4b05-9912-21c4b3032fa0,2025-04-05 07:10:38,TimeBill Plus,How To,usage question,S2,L2 Support,10.3,0,1,Saturday,7,1,14
35d2b6d7-00b5-4e29-86ac-afc320efeae0,2025-11-24 20:17:03,TimeBill Plus,Error,application crash,S1,L2 Support,2.9,0,0,Monday,20,0,17
8007f69c-127a-47f2-98df-e8565f3c6a96,2025-07-10 12:23:36,Time Attend Plus,Access Issue,access denied,S1,L1 Support,6.1,0,0,Thursday,12,0,13
62124033-097b-4b80-9aa8-041805c666a8,2025-10-25 08:09:42,Time Off Plus,Access Issue,password reset,S1,L3 Support,4.1,0,0,Saturday,8,1,14
2380e661-0496-4604-9d46-3877114f2f43,2025-10-12 02:09:30,Time Off Plus,How To,how to configure,S1,L3 Support,6.5,0,0,Sunday,2,1,16
8751ad6b-3abc-4246-94cb-87da7e9a0c37,2025-06-05 18:59:25,TimeBill Plus,How To,how to configure,S1,L2 Support,9.3,1,0,Thursday,18,0,16
90bbd25d-4230-4d28-8f1f-3142d2bd2a3d,2025-08-02 02:36:41,PSA,How To,need guidance,S2,L3 Support,12.1,0,1,Saturday,2,1,13
6e6cd44f-e9aa-4eea-8645-bb6f91d08106,2025-09-13 16:54:37,PSA,Configuration,integration failed,S2,L3 Support,19.5,0,1,Saturday,16,1,18
afdc07d3-34e3-409a-a1ad-b272df081db4,2025-09-27 22:44:48,PSA,Configuration,setup issue,S2,L3 Support,11.3,1,0,Saturday,22,1,11
4e121b69-9700-4222-86bc-d8c6af808557,2025-06-10 03:39:17,Time Off Plus,Error,unknown error,S1,L2 Support,4.0,0,0,Tuesday,3,0,13
c62040f8-6c19-4349-9d89-f9dcde23e534,2025-10-02 03:32:24,Expense Plus,How To,need guidance,S1,L3 Support,9.2,0,0,Thursday,3,0,13
631e47bb-b075-49c6-add6-5564be7b6d9b,2025-03-03 19:25:25,Expense Plus,How To,need guidance,S1,L2 Support,5.4,0,0,Monday,19,0,13
619a8102-871d-4aa3-ba6a-fb4fd8445294,2026-01-01 14:31:02,Time Attend Plus,Performance,timeout error,S1,L2 Support,15.2,0,0,Thursday,14,0,13
29f8273b-cd46-4318-86d3-77ffd57033ae,2025-11-05 05:56:29,Time Off Plus,Performance,slow loading,S1,L3 Support,7.1,0,0,Wednesday,5,0,12
1739837b-dd1d-4b01-b38c-1dc831317b11,2025-02-21 05:49:56,Time Off Plus,Performance,system lag,S1,L2 Support,7.0,1,0,Friday,5,0,10
89ce5bae-1ef6-47a0-8af6-203d2c264c22,2025-05-23 02:32:16,Time Off Plus,Configuration,setup issue,S1,L1 Support,24.5,0,0,Friday,2,0,11
a49c554a-4dc0-4e3f-97b8-7aa646dd4542,2025-10-31 19:26:33,Time Attend Plus,Performance,system lag,S1,L2 Support,33.7,0,1,Friday,19,0,10
a41e3553-88a9-40c8-9ad3-af9832fa33f2,2025-01-30 21:55:09,Time Off Plus,Configuration,integration failed,S1,L3 Support,4.9,0,1,Thursday,21,0,18
23042b8f-0408-4396-a854-4a8b8214cf66,2025-11-16 03:59:47,TimeBill Plus,Access Issue,access denied,S2,L1 Support,17.1,0,1,Sunday,3,1,13
a6e4cb29-c89b-496b-88cd-4726f1ec672f,2025-05-28 21:28:27,Time Off Plus,Performance,slow loading,S1,L3 Support,11.9,0,1,Wednesday,21,0,12
55e1e23d-dce5-43ae-92f3-319fa0983745,2025-09-19 14:23:43,Expense Plus,Configuration,wrong configuration,S1,L1 Support,12.7,0,0,Friday,14,0,19
7ae40bd6-5dc0-43fc-9cea-5c03a60ab574,2025-08-25 14:11:50,Expense Plus,Access Issue,login failed,S1,L2 Support,9.3,0,0,Monday,14,0,12
b1b86187-0781-4b50-94c9-16e9e0a305a5,2025-03-28 11:14:38,Expense Plus,Access Issue,password reset,S1,L1 Support,7.9,0,1,Friday,11,0,14
d16af0a1-f03a-4fba-a9f8-d300c9e3b0fe,2025-03-27 12:05:15,Time Off Plus,Error,unknown error,S1,L3 Support,14.2,0,1,Thursday,12,0,13
e43f9ba0-a6f7-4811-9671-f984ef5899eb,2025-07-18 04:46:36,TimeBill Plus,Error,page not loading,S1,L1 Support,7.5,0,0,Friday,4,0,16
05733766-ee96-4785-9af0-52b754cae7bf,2025-05-02 19:58:36,Time Attend Plus,Error,unknown error,S2,L1 Support,1.0,2,0,Friday,19,0,13
6bf01ef7-b024-4331-93a7-c7b613a11c89,2025-01-25 13:56:34,Time Attend Plus,Configuration,setup issue,S2,L2 Support,18.0,1,0,Saturday,13,1,11
50f9c65e-6070-4408-811a-f83bf5e228cf,2025-06-01 01:21:50,PSA,Performance,timeout error,S2,L2 Support,10.9,0,1,Sunday,1,1,13
32749e20-f85b-427a-a96e-fc59ea5e7f22,2025-04-13 16:40:34,Time Attend Plus,Configuration,integration failed,S2,L1 Support,38.6,0,1,Sunday,16,1,18
f4d5750d-2148-4dbb-940c-9f55d44f235a,2025-06-18 11:16:43,TimeBill Plus,How To,usage question,S1,L3 Support,17.2,0,1,Wednesday,11,0,14
375288ea-e6c6-4e0d-a9f8-c2041ecaf1bb,2025-09-30 19:59:03,Time Off Plus,Error,page not loading,S1,L3 Support,6.8,0,0,Tuesday,19,0,16
3babfe25-a9b3-40ad-b5bb-ba3408909bf0,2025-06-23 02:01:13,Time Off Plus,Access Issue,access denied,S3,L3 Support,5.8,1,1,Monday,2,0,13
96719b9b-eaa2-4bc6-b120-09fc3349aa4e,2025-07-27 11:23:42,Time Off Plus,How To,how to configure,S2,L1 Support,2.1,1,0,Sunday,11,1,16
4b978d7d-9393-456e-822e-a2a00aa9f175,2025-11-26 17:14:49,PSA,Access Issue,password reset,S1,L2 Support,2.1,1,0,Wednesday,17,0,14
5f177ab3-760a-4a0b-8086-0eb5792961a4,2025-07-18 21:48:00,PSA,Access Issue,login failed,S3,L3 Support,9.0,2,1,Friday,21,0,12
3c04bd61-5c26-4c46-8675-fdda347ef2eb,2025-04-29 19:51:29,Time Attend Plus,How To,usage question,S1,L2 Support,6.1,1,0,Tuesday,19,0,14
79e57d18-a92d-46de-97b9-639a5f468072,2025-04-30 20:28:14,Time Off Plus,Configuration,wrong configuration,S1,L3 Support,5.5,0,0,Wednesday,20,0,19
79de4c13-9b8b-469d-8959-eba585ca485c,2025-03-09 18:34:33,Time Off Plus,Performance,timeout error,S1,L2 Support,4.4,0,0,Sunday,18,1,13
ab8216a3-741c-44f5-acbc-a2192eb31ad5,2025-07-18 08:07:04,PSA,Configuration,integration failed,S1,L3 Support,5.5,0,0,Friday,8,0,18
35295687-d157-4208-8558-29abb6e1ad46,2025-02-25 09:05:09,TimeBill Plus,Error,page not loading,S1,L2 Support,14.0,0,1,Tuesday,9,0,16
83883309-3013-4e8c-9ec4-62fd96523f64,2025-08-13 15:50:16,TimeBill Plus,Error,unknown error,S2,L1 Support,2.3,2,0,Wednesday,15,0,13
75c975a5-74c2-435c-96e0-53a95767e132,2025-08-08 04:03:16,Time Off Plus,Performance,timeout error,S2,L3 Support,20.3,0,1,Friday,4,0,13
1a9cd737-0ed4-4a1f-a9ee-32a3543ec2f4,2025-01-23 16:04:43,Expense Plus,How To,how to configure,S1,L3 Support,24.5,0,0,Thursday,16,0,16
defd4c76-4338-4e27-a5f5-2cb0005d7451,2025-11-22 09:56:38,TimeBill Plus,Access Issue,password reset,S1,L1 Support,12.6,0,0,Saturday,9,1,14
bc5fef2d-3cc4-4085-9d39-4996c4e13796,2025-07-11 19:24:18,TimeBill Plus,How To,usage question,S1,L1 Support,8.8,1,0,Friday,19,0,14
fc307a3c-78b7-46a6-a01b-830829550d75,2025-11-10 15:17:58,Time Attend Plus,Configuration,wrong configuration,S1,L1 Support,10.2,0,0,Monday,15,0,19
ea607b56-e336-4c6f-9310-fa50431feaed,2025-04-02 13:11:00,Expense Plus,Performance,system lag,S1,L1 Support,20.6,1,0,Wednesday,13,0,10
f618c0a5-2c57-408f-876d-c41c3c4ceb8a,2025-09-29 08:04:37,PSA,Error,unknown error,S1,L3 Support,6.7,0,1,Monday,8,0,13
054a61ca-ebec-400d-86ad-f1eb098e9a11,2025-02-05 11:01:48,TimeBill Plus,How To,need guidance,S1,L1 Support,4.0,0,0,Wednesday,11,0,13
212316a2-44fc-42f2-ba1a-fee47aeac5ad,2025-07-12 05:07:48,Expense Plus,Configuration,integration failed,S2,L2 Support,7.1,1,0,Saturday,5,1,18
6df164c7-d32b-4573-9420-d9ab5f4a8df5,2025-06-26 20:37:34,Expense Plus,Configuration,integration failed,S1,L1 Support,20.6,0,1,Thursday,20,0,18
4f0912a7-4201-4cf4-9eb3-28b0b5d7a25f,2025-08-10 22:09:44,PSA,How To,how to configure,S1,L3 Support,8.3,0,0,Sunday,22,1,16
cbaafc31-2417-4251-a916-02b1fac7a0fa,2025-08-15 06:59:07,Time Attend Plus,Configuration,integration failed,S1,L2 Support,3.5,0,0,Friday,6,0,18
53656fb5-fe4d-4bc0-8af8-67ff391cbf18,2025-06-14 14:09:21,PSA,Error,unknown error,S4,L1 Support,3.3,3,1,Saturday,14,1,13
65430fac-37e1-4135-a283-3d3c40a681b5,2025-05-30 20:34:06,Time Attend Plus,Error,unknown error,S3,L2 Support,21.6,2,1,Friday,20,0,13
71bc9994-f463-44d0-a46d-839b6131b389,2025-06-03 23:08:59,Time Off Plus,How To,how to configure,S2,L1 Support,5.2,1,0,Tuesday,23,0,16
d3e743d3-0c53-4499-a2bc-ae3c8e6c12f7,2025-01-18 21:45:06,Expense Plus,Error,unknown error,S1,L1 Support,7.2,0,0,Saturday,21,1,13
87512547-a0e9-4235-acde-062a0c93b34f,2025-08-03 07:09:08,Time Attend Plus,Configuration,setup issue,S1,L1 Support,5.8,0,0,Sunday,7,1,11
9dad93f6-dce2-4c4e-96e3-d819e2463fb2,2025-01-18 12:27:16,Time Attend Plus,Error,unknown error,S2,L2 Support,1.0,1,0,Saturday,12,1,13
402787fe-721e-4396-9496-d2caa38c0161,2025-02-16 16:15:18,PSA,Performance,system lag,S3,L3 Support,26.3,1,1,Sunday,16,1,10
3e1c8ec1-b602-435a-815e-45638a386efd,2025-08-19 17:47:05,PSA,Access Issue,password reset,S1,L3 Support,1.2,1,0,Tuesday,17,0,14
d89f6adb-6d34-4d95-97af-d451cb20041d,2025-09-13 06:42:50,TimeBill Plus,Performance,slow loading,S2,L3 Support,4.2,1,0,Saturday,6,1,12
f8bb9824-c50a-4e2b-8e98-600509f88db0,2025-02-10 07:06:43,Expense Plus,How To,need guidance,S1,L1 Support,6.8,1,0,Monday,7,0,13
8879edd3-21c4-4bb1-b51f-c062e3c72b5f,2025-02-09 20:30:41,Time Attend Plus,Error,application crash,S1,L2 Support,11.5,0,0,Sunday,20,1,17
ef1c66b6-a088-424b-9d2e-0a7294709786,2025-12-03 23:06:21,Time Attend Plus,How To,usage question,S1,L2 Support,17.7,0,0,Wednesday,23,0,14
3279a9ad-ed0c-4fc6-861d-53ad84957742,2025-02-27 10:22:43,TimeBill Plus,Error,page not loading,S1,L2 Support,17.0,0,1,Thursday,10,0,16
88856590-0be0-445d-921a-fcc604063fc5,2025-06-30 04:00:44,PSA,Access Issue,login failed,S1,L3 Support,11.9,0,0,Monday,4,0,12
4a276050-1efc-4e0a-90c5-ed2c3a0fc06d,2025-05-29 17:01:32,Time Off Plus,Access Issue,password reset,S1,L2 Support,5.9,0,0,Thursday,17,0,14
3be124dc-eb4b-4f87-a2db-d571b3f404c4,2025-03-18 11:05:36,Time Attend Plus,Configuration,wrong configuration,S4,L1 Support,9.0,3,1,Tuesday,11,0,19
eaf5926e-a423-44df-8892-6ab36659cd37,2025-01-29 12:27:54,TimeBill Plus,Configuration,setup issue,S1,L2 Support,7.7,1,0,Wednesday,12,0,11
b7d788b6-0d5b-48e3-a729-d73d03dca9e8,2025-01-19 05:48:08,Time Attend Plus,How To,how to configure,S2,L3 Support,6.0,1,0,Sunday,5,1,16
638b181e-75b5-41a2-9553-4d74ef4014a5,2025-05-16 02:06:26,Time Off Plus,Access Issue,login failed,S3,L3 Support,14.1,2,0,Friday,2,0,12
96213362-92ac-4d5a-a4db-ffef6245b353,2025-08-18 18:02:14,TimeBill Plus,Error,unknown error,S1,L2 Support,3.3,0,0,Monday,18,0,13
59e61109-1d3a-489a-a1f4-1ae15e385873,2025-03-31 01:58:12,Expense Plus,How To,how to configure,S1,L3 Support,7.6,0,0,Monday,1,0,16
4108818e-b032-4eae-9399-ce66a5423eae,2025-08-10 14:40:40,TimeBill Plus,Access Issue,login failed,S2,L1 Support,5.4,0,1,Sunday,14,1,12
92315416-5953-495c-8b33-600157349171,2025-07-06 11:16:24,Expense Plus,Configuration,integration failed,S2,L3 Support,18.0,1,0,Sunday,11,1,18
410431b4-b153-4632-9977-710585531667,2025-11-03 16:54:37,Expense Plus,How To,how to configure,S2,L2 Support,18.0,1,1,Monday,16,0,16
348a9049-6916-42ec-a183-f32daaa6176f,2025-01-23 21:43:10,Time Attend Plus,Configuration,wrong configuration,S2,L3 Support,32.9,1,1,Thursday,21,0,19
95cadfbf-ab17-4362-a6cd-2107b4e60345,2025-09-22 12:58:15,Expense Plus,Configuration,integration failed,S1,L2 Support,4.9,1,0,Monday,12,0,18
cef3e829-1561-4e7d-bf07-4639981f325c,2025-04-16 17:23:08,PSA,Configuration,setup issue,S2,L1 Support,26.7,1,1,Wednesday,17,0,11
6198cbe3-35ad-4e77-8873-c5bbfb3507ed,2025-02-11 08:42:39,Expense Plus,Configuration,wrong configuration,S1,L3 Support,11.8,0,0,Tuesday,8,0,19
0f21fc86-290d-4283-b2a7-bbce101d6a31,2025-03-29 08:56:33,PSA,Error,unknown error,S2,L1 Support,16.4,0,1,Saturday,8,1,13
00c30d99-87dd-4245-a9c4-99adc3d74e49,2025-07-06 03:15:04,PSA,How To,how to configure,S2,L3 Support,19.2,0,1,Sunday,3,1,16
b51c2533-91ea-4bfd-9e87-7b6d40cdca63,2025-01-17 21:31:37,Expense Plus,How To,how to configure,S1,L1 Support,33.3,1,0,Friday,21,0,16
85631f1f-9903-41c9-870d-d843745a85fd,2025-01-22 19:41:27,Expense Plus,Access Issue,login failed,S1,L1 Support,3.6,0,1,Wednesday,19,0,12
1e7ffb6d-b21f-4d54-91e7-13f6d1e79e31,2025-04-05 20:56:59,Time Off Plus,How To,how to configure,S1,L3 Support,26.1,0,0,Saturday,20,1,16
96eb1229-6e4f-4860-a0bc-22c6f3a4fef6,2025-06-20 09:29:11,Time Off Plus,How To,usage question,S1,L3 Support,7.4,1,0,Friday,9,0,14
b541c848-8f12-4785-8634-e9335cf519cb,2025-02-23 16:59:31,Time Attend Plus,Access Issue,password reset,S1,L2 Support,5.4,0,0,Sunday,16,1,14
f7aff92c-0c8a-42e2-87b5-c3fad076f2cc,2025-03-30 14:14:43,PSA,Performance,timeout error,S1,L3 Support,15.4,0,0,Sunday,14,1,13
f8ed4fc4-c295-4c85-ab0f-29994a5c9589,2025-12-11 14:29:14,Expense Plus,Performance,system lag,S1,L1 Support,11.3,0,1,Thursday,14,0,10
e5b603e8-bf20-4781-be35-83abf3435529,2025-11-10 13:24:12,Time Attend Plus,Configuration,wrong configuration,S1,L3 Support,7.6,0,1,Monday,13,0,19
caa5c563-9dc3-492f-b75d-2f476c1963ea,2025-08-28 06:03:51,PSA,Access Issue,password reset,S2,L3 Support,14.1,1,1,Thursday,6,0,14
e02b9271-dce7-4e59-b5db-8f2cb14667a8,2025-06-25 04:57:32,TimeBill Plus,Configuration,setup issue,S1,L3 Support,4.4,0,0,Wednesday,4,0,11
b889f7c5-50be-419b-82c3-99b289a68fe0,2025-04-19 15:57:11,PSA,Performance,slow loading,S3,L2 Support,23.0,2,0,Saturday,15,1,12
7609320a-6326-4de9-b58f-cf60c99a14f5,2025-02-19 07:51:45,Time Attend Plus,Performance,slow loading,S1,L3 Support,15.1,1,0,Wednesday,7,0,12
85920a55-85e2-4bee-b1bc-f11ce9b36802,2025-03-22 14:44:15,Time Off Plus,Performance,system lag,S1,L3 Support,1.0,0,0,Saturday,14,1,10
19f946a4-a829-4c7d-9419-451a64c35e97,2025-09-04 10:04:02,Expense Plus,Error,page not loading,S1,L2 Support,3.7,0,0,Thursday,10,0,16
f78fc5e5-e00e-4fc6-91aa-e2ac09bea03c,2025-07-02 20:27:58,TimeBill Plus,Error,application crash,S1,L3 Support,5.6,0,0,Wednesday,20,0,17
eeda982e-2e78-4246-af44-69394fc7dd31,2025-07-06 15:51:27,TimeBill Plus,Access Issue,access denied,S2,L3 Support,4.9,1,0,Sunday,15,1,13
3ad79b7a-50bf-4a85-82fe-182941d9f4b1,2025-03-26 23:45:21,Time Off Plus,How To,how to configure,S1,L2 Support,4.7,0,0,Wednesday,23,0,16
e6e1c6fa-01fd-4191-aaf1-585d0e605907,2025-06-25 09:48:45,PSA,Access Issue,password reset,S1,L1 Support,5.1,0,0,Wednesday,9,0,14
40a63172-ab6b-4011-a862-4be2b9a9efa0,2025-08-01 01:20:18,PSA,Error,page not loading,S1,L2 Support,4.5,0,0,Friday,1,0,16
ed4bb65d-c518-4f72-881d-7d3a664c7285,2025-04-25 17:16:18,Expense Plus,Access Issue,access denied,S1,L3 Support,6.2,1,0,Friday,17,0,13
1351a342-fe3d-467b-9e62-83d778a07a04,2025-09-25 06:43:01,Time Off Plus,Access Issue,password reset,S1,L3 Support,4.7,0,0,Thursday,6,0,14
55c52398-cb9c-4855-82d1-f899341002d4,2025-02-17 20:57:14,TimeBill Plus,Configuration,setup issue,S1,L3 Support,11.5,0,0,Monday,20,0,11
ce2d0a92-d104-402e-8c4f-d8a36f6161b8,2025-09-14 09:34:34,Time Off Plus,Error,application crash,S3,L1 Support,4.6,1,1,Sunday,9,1,17
dcf3f9d5-636c-4e46-b74e-d47b91dc7bfb,2025-11-11 21:17:10,Time Off Plus,How To,usage question,S1,L3 Support,10.4,1,0,Tuesday,21,0,14
d09054ec-8481-45e0-b8c8-e57fb381f8be,2025-04-29 23:34:45,Time Attend Plus,Configuration,wrong configuration,S1,L3 Support,3.5,0,0,Tuesday,23,0,19
c2b6eb3c-271f-4831-b52b-c9b5c4a81822,2025-03-12 17:28:22,Time Off Plus,How To,usage question,S1,L3 Support,23.5,0,0,Wednesday,17,0,14
7cbd9586-e106-4f02-9e6c-83bbc4050b4e,2025-12-01 06:40:48,PSA,Configuration,setup issue,S1,L2 Support,8.2,0,0,Monday,6,0,11
b4c23062-9dc8-49f5-a699-ed8dd9999999,2025-05-27 13:58:02,TimeBill Plus,Performance,system lag,S1,L2 Support,8.3,0,0,Tuesday,13,0,10
22752678-13dd-45e6-b59f-86f8ba77a98b,2025-03-09 06:36:47,Time Attend Plus,Performance,system lag,S2,L1 Support,7.0,0,1,Sunday,6,1,10
f5374f13-cfed-4fd7-8109-622b39edd652,2025-06-17 21:36:01,Time Off Plus,Access Issue,access denied,S1,L3 Support,16.0,0,0,Tuesday,21,0,13
25bc67b2-45f9-412b-903c-9dc32c086abe,2025-12-04 02:14:54,PSA,How To,usage question,S2,L1 Support,8.9,1,0,Thursday,2,0,14
1ff905af-c2a7-4038-ae43-ab0609e21be8,2025-06-10 08:31:14,Expense Plus,Performance,timeout error,S1,L3 Support,4.2,1,0,Tuesday,8,0,13
77c4122c-c42a-496a-a70b-4a231ff6a163,2025-07-16 10:06:57,Expense Plus,Configuration,setup issue,S1,L3 Support,16.7,1,0,Wednesday,10,0,11
b6c5e75b-686d-4758-90a5-dbcf66df5700,2025-07-07 08:25:56,Time Off Plus,Performance,slow loading,S2,L2 Support,6.7,1,1,Monday,8,0,12
38daae0f-0c6a-4752-827a-06df1bc6bc61,2025-11-22 00:51:31,Expense Plus,Performance,timeout error,S1,L1 Support,5.5,0,0,Saturday,0,1,13
df1ff504-09ee-4d72-9d5d-2a3b1302336f,2025-08-21 13:28:36,Time Off Plus,Configuration,setup issue,S1,L3 Support,18.9,1,0,Thursday,13,0,11
09e6bc12-b716-47e0-9b4f-bb2931fc0617,2025-12-15 15:38:27,TimeBill Plus,Performance,slow loading,S1,L1 Support,4.0,0,0,Monday,15,0,12
bd754ecf-f09e-4ccb-a2cd-0e0a8f5feee1,2025-02-02 15:04:58,Expense Plus,Access Issue,login failed,S2,L1 Support,9.5,1,0,Sunday,15,1,12
c9f0e111-a149-4d26-a530-57d74497066d,2025-10-05 18:13:00,Time Off Plus,Access Issue,login failed,S2,L2 Support,1.4,1,0,Sunday,18,1,12
83424593-1eb1-4f1d-bee7-b506cc60bc75,2025-11-07 18:05:50,TimeBill Plus,How To,need guidance,S1,L1 Support,15.9,0,0,Friday,18,0,13
e63af5c3-019f-47f5-b128-e7e4c0af1e54,2025-09-01 03:17:06,Time Off Plus,Configuration,wrong configuration,S1,L3 Support,13.9,0,0,Monday,3,0,19
c9eb7ab3-136e-45a1-b1c7-e9dd0c0e834b,2025-10-21 19:13:59,TimeBill Plus,How To,need guidance,S1,L3 Support,6.9,0,1,Tuesday,19,0,13
96bbe33a-c16b-480d-9298-717c85092886,2025-01-29 06:44:21,PSA,Error,application crash,S2,L2 Support,31.6,2,0,Wednesday,6,0,17
